#{"t_start": 1620827303.8721921, "env_id": "HalfCheetahPyBulletEnv-v0"}
3.832997,29,81.867549
-3.017249,23,81.937665
5.135574,23,82.008093
1.313012,16,82.056968
-5.267484,15,82.102579
-0.421494,18,82.157196
-2.681099,23,82.227527
-12.237719,18,82.282367
9.560932,37,82.395008
-8.497866,19,82.45281
-4.12985,17,82.504551
-2.299078,19,82.562892
3.471892,20,82.624024
-3.753852,18,82.679042
-0.864698,26,82.758301
0.467215,19,82.816771
-3.849057,17,82.868694
1.55088,20,82.929908
-3.868232,18,82.984843
-7.186324,20,83.045974
2.495523,15,83.092054
5.223552,27,83.17413
-5.060712,17,83.226026
-6.092376,19,83.283862
-6.039713,19,83.341749
2.41835,18,83.396984
0.332293,16,83.445839
2.808388,22,83.513054
-2.218655,24,83.58562
-5.839594,22,83.652831
-1.171192,21,83.716661
6.744159,22,83.78404
3.835612,21,83.848492
2.876912,18,83.903495
3.58175,20,83.96508
-1.732613,16,84.013615
-7.071306,21,84.07733
5.541099,21,84.141302
-4.181516,20,84.202185
-0.417201,18,84.257321
-1.098345,18,84.312567
2.50819,18,84.367702
3.548774,20,84.429001
3.633162,26,84.508642
0.438703,23,84.579051
-6.394543,18,84.63395
-1.452386,18,84.688629
-4.032739,27,84.771141
1.446859,15,84.816977
-3.264557,18,84.871557
0.14039,24,84.944843
4.392319,21,85.008879
0.75708,18,85.064075
-0.874069,18,85.11963
-1.855979,16,85.168468
-4.982277,17,85.220243
-6.293405,21,85.284168
0.266807,19,85.342274
0.801167,22,85.409523
2.386375,21,85.473692
-3.870897,14,85.516314
5.080765,30,85.607632
-1.591789,19,85.665854
0.004521,25,85.74203
2.090774,18,85.797239
3.491835,29,85.885971
-1.976537,15,85.931792
-1.773265,21,85.995523
2.235424,22,86.062243
-3.491894,14,86.104469
-2.450418,23,89.246605
14.49515,33,89.34811
-3.581572,18,89.403006
-5.421994,15,89.449351
-0.520712,21,89.513502
-1.14868,19,89.571609
5.743238,22,89.638776
10.369649,32,89.736262
3.626959,21,89.800625
-1.89197,15,89.84646
-2.356166,20,89.907349
0.905795,13,89.946922
3.200975,20,90.008204
-0.079813,12,90.045181
12.070469,41,90.170985
9.71633,25,90.251122
-12.041497,23,90.322062
-4.728021,21,90.386173
-6.940579,18,90.441565
4.062866,32,90.539374
-4.533984,23,90.609862
0.35628,32,90.707108
0.247928,23,90.777444
-7.772167,12,90.814441
0.159745,20,90.875765
-3.015953,15,90.921574
-0.635058,27,91.003727
-0.638505,12,91.040392
4.962702,21,91.104737
1.727836,29,91.192811
5.749961,20,91.25415
0.731379,18,91.309327
14.865165,40,91.431418
11.440719,27,91.514097
-4.246453,19,91.571756
3.03667,21,91.635472
4.258089,22,91.702343
0.226223,16,91.751053
3.536401,23,91.821437
-0.083303,11,91.85509
3.038799,30,91.94705
-2.007659,17,91.998728
-2.12955,33,92.099449
-3.255432,34,92.202272
4.3344,30,92.293406
0.09587,18,92.348645
-1.564863,11,92.382287
12.500243,28,92.467672
-5.900176,30,92.55887
4.793401,19,92.616823
-8.100119,19,92.674488
-4.579848,13,92.714608
-0.152523,12,92.75121
3.671238,22,92.818505
10.191597,33,92.919019
17.397162,37,93.032267
-0.139996,21,93.096644
-0.596146,18,93.151528
-0.260806,18,93.206455
3.256315,25,93.283177
11.288952,33,93.385037
3.804068,23,93.455419
2.703915,22,93.522552
3.293634,19,93.580918
3.331354,20,93.641956
1.244787,20,93.703025
0.578705,21,93.767083
0.008411,28,93.852507
1.934099,17,93.90449
-4.821932,21,93.968836
-3.066893,36,94.078179
-2.285294,23,94.147907
-2.554178,23,94.217987
3.758858,36,94.327726
7.628958,24,94.401229
3.241227,20,94.462495
3.46819,31,94.556695
-1.21534,20,94.616814
1.97946,19,94.674619
5.148783,23,94.744337
10.710519,25,94.820689
-6.554731,17,94.872494
16.673967,35,94.979364
-3.702104,18,95.034024
-4.461569,18,95.089147
-1.029105,18,95.144224
14.553987,23,95.214759
-3.460748,18,95.269654
3.434499,26,95.34891
-8.117726,22,95.415989
-1.45109,13,98.583264
2.244194,28,98.669911
5.359855,29,98.760685
7.697015,27,98.845695
23.657531,34,98.949365
3.766941,22,99.016229
-3.079737,19,99.074155
1.153304,24,99.147101
3.322673,23,99.217247
0.531387,34,99.32015
-6.914605,20,99.380409
-2.475366,19,99.437721
1.366897,19,99.495386
6.630719,20,99.555982
17.79253,52,99.714018
0.171202,19,99.771843
9.535695,37,99.884037
-1.964614,19,99.941428
0.605538,24,100.014087
-0.32354,13,100.053667
-0.527919,15,100.099033
1.799334,20,100.15968
0.890411,36,100.269593
-3.322443,19,100.327529
-1.311431,17,100.379566
-0.705081,24,100.452592
-6.639027,24,100.525575
0.838119,20,100.586863
2.778117,22,100.654195
11.190196,25,100.730745
6.337506,25,100.806942
2.879613,27,100.888643
-2.271376,20,100.949449
-1.259585,17,101.001191
0.568637,25,101.076975
0.70032,20,101.137693
-3.17357,16,101.186096
11.562201,31,101.28033
11.909895,23,101.350737
5.737962,25,101.427107
-2.972415,28,101.512447
4.193313,18,101.568288
4.811775,30,101.659714
1.968397,18,101.714712
4.673029,30,101.806135
6.765785,22,101.875698
-2.231391,23,101.948261
13.155545,27,102.034149
0.323512,23,102.105725
1.617664,19,102.164222
6.119078,26,102.244677
13.809556,37,102.358987
3.24362,19,102.417261
4.490588,28,102.503609
-2.199324,17,102.556192
6.04793,20,102.618132
-6.66267,18,102.673352
1.926813,18,102.728772
5.173197,24,102.802403
-2.623593,22,102.869514
8.013854,24,102.94344
5.551044,27,103.026007
-0.537945,20,103.087427
-1.333549,19,103.145808
-6.520442,18,103.200736
-0.700074,25,103.277345
4.200218,30,103.369241
-4.115453,22,103.436356
-2.429548,21,103.500133
7.312712,26,103.577923
11.656069,31,103.671164
-3.870601,23,103.740777
4.542492,19,103.798873
4.93237,21,103.863515
-4.873532,20,103.924637
6.148159,20,103.986255
1.749125,25,104.063102
10.372563,41,104.188361
1.868452,22,104.256172
3.001455,28,104.341929
5.441064,23,104.412456
7.722218,23,104.483374
-1.078286,20,104.54489
23.405687,30,104.637622
-4.813537,26,104.717577
6.84864,17,104.769835
-8.458424,19,104.82851
1.530561,20,108.008826
3.466419,21,108.073427
-6.652067,18,108.128592
15.373697,57,108.303265
8.647812,23,108.375285
-6.617581,18,108.430761
5.918023,23,108.50149
2.333414,20,108.563355
1.947851,19,108.622268
-1.77099,24,108.696279
7.169772,23,108.767056
8.23765,33,108.868131
1.820449,34,108.9724
2.327195,23,109.042525
3.090563,20,109.104211
17.251056,31,109.199672
2.18618,15,109.245915
-3.125158,21,109.310491
-2.002096,27,109.392993
5.128155,26,109.473176
-1.58238,35,109.580492
5.115954,22,109.648095
-2.981412,21,109.712666
14.407613,26,109.792843
-5.582312,18,109.848249
-0.403195,19,109.906063
1.601317,19,109.964147
6.523474,24,110.037621
-2.533765,30,110.129798
-1.588387,21,110.194128
-5.304482,31,110.2897
1.847309,19,110.347676
2.845526,18,110.402996
1.416846,26,110.482675
11.752181,25,110.559658
6.955684,20,110.621383
0.866957,20,110.682999
3.168867,43,110.814968
1.111091,15,110.860862
2.723772,23,110.930595
-3.122278,19,110.989166
-4.064462,18,111.044433
1.607713,21,111.109412
2.093751,26,111.189298
5.848307,19,111.247673
6.520221,19,111.306228
6.598436,26,111.386508
-8.077572,20,111.447917
0.904049,18,111.502974
-0.340603,28,111.588641
23.031308,40,111.711619
13.922906,28,111.797549
12.609595,31,111.893058
-5.137686,22,111.960423
17.749226,35,112.068266
-4.186592,19,112.126299
1.328155,18,112.181218
-5.775404,14,112.224197
2.247981,19,112.282717
10.577129,24,112.356782
5.21412,23,112.427171
-6.795217,19,112.485228
0.010301,27,112.569107
17.902799,36,112.679738
7.773368,33,112.781324
-5.778044,17,112.833652
-0.249612,20,112.895538
6.679421,29,112.984529
-1.319632,19,113.043093
3.158244,20,113.104795
-1.22346,18,113.159715
-1.360817,20,113.221106
1.399562,38,113.336828
-4.779943,28,113.424984
4.34525,27,113.507318
7.892295,30,113.598673
5.664589,20,113.660038
11.185516,29,113.762411
3.090673,20,113.827673
-7.193783,21,113.919023
-1.862686,19,114.017064
-1.398218,28,114.125317
8.208695,31,114.22354
4.837573,36,114.334647
3.577193,23,117.521011
3.550615,24,117.601109
16.198296,49,117.758968
12.429066,36,117.875745
0.269993,22,117.946436
3.052718,18,118.004689
7.234201,26,118.088315
6.856038,20,118.151295
19.817657,37,118.267087
-1.171522,14,118.310929
-1.345168,25,118.389311
8.258104,33,118.49342
-0.360604,20,118.556355
13.732197,36,118.668535
3.812314,34,118.774937
1.327732,18,118.831297
3.575321,19,118.891223
-1.536404,17,118.944217
12.304448,23,119.015971
7.751777,38,119.134526
10.314491,25,119.212605
-1.897975,22,119.280782
4.783566,20,119.342672
-0.420944,19,119.401361
0.425104,19,119.46017
3.953792,19,119.519214
8.346502,40,119.64346
9.9933,35,119.752872
3.198012,21,119.818202
4.76978,28,119.905187
0.763483,15,119.952008
18.726558,30,120.045785
6.565402,28,120.133382
-3.583633,13,120.173916
11.488558,55,120.343897
4.317133,18,120.398852
-3.345917,16,120.448432
16.817892,32,120.546041
-3.089328,26,120.627727
6.398325,32,120.727417
26.466165,40,120.851284
-7.588369,21,120.915409
5.670499,21,120.980474
4.307299,20,121.043792
4.68327,27,121.130352
0.060424,29,121.221967
4.395278,19,121.281449
8.027729,30,121.395255
-6.234085,22,121.507987
-0.014602,31,121.622444
18.084043,30,121.719947
5.965694,29,121.813719
25.004217,35,121.92543
4.944554,23,122.030944
-1.734587,19,122.105545
5.797515,27,122.196067
2.801142,26,122.281952
3.300383,20,122.346167
5.017375,19,122.406069
2.590188,19,122.467034
3.328549,34,122.572408
3.365861,18,122.627357
-3.420464,16,122.676134
1.23575,31,122.771405
11.507791,32,122.86957
1.389387,26,122.949024
4.026983,34,123.052859
6.5469,32,123.150331
5.620768,23,123.220447
-4.187866,18,123.275308
-1.231536,18,123.330271
4.195569,39,123.449035
9.418681,29,123.538088
-2.383334,16,123.58729
3.124249,24,123.660865
-1.148448,31,123.8268
-2.588273,12,123.874526
3.340574,22,123.951029
5.010176,20,124.015653
2.43554,20,124.081344
9.536604,24,127.337773
13.891923,32,127.441115
3.995002,18,127.50174
6.258831,24,127.580578
1.58885,33,127.688459
5.685161,23,127.76223
8.165144,29,127.857986
5.067607,29,127.953664
2.342212,19,128.013845
5.596009,19,128.074862
7.22607,26,128.157031
18.279102,27,128.243768
3.020751,24,128.320817
-3.2564,19,128.38098
8.218517,23,128.456275
5.626707,22,128.526331
2.837637,28,128.616878
30.419874,45,128.761956
2.452726,19,128.821818
8.610004,31,128.919866
0.595798,33,129.023403
2.731499,23,129.096004
-7.402599,18,129.152713
7.41001,32,129.253729
21.231493,48,129.406054
21.396973,39,129.529988
8.792613,31,129.625406
4.378493,27,129.708287
16.236668,36,129.818718
9.435319,24,129.892211
11.13585,22,129.960243
4.616594,35,130.066846
5.719181,24,130.1408
2.707408,22,130.208033
-0.133624,19,130.267068
8.723118,22,130.33504
7.461666,23,130.406042
18.104308,44,130.541802
0.924275,31,130.637435
13.999631,41,130.763133
3.290066,18,130.818463
13.102909,35,130.92566
16.63629,33,131.026806
6.982694,22,131.094814
3.839401,24,131.168166
3.738027,21,131.232799
6.089765,20,131.293908
11.818667,36,131.404531
5.58191,22,131.472083
22.894861,36,131.583097
11.310014,24,131.65647
-1.815516,22,131.72415
19.480865,62,131.914774
9.804407,26,131.99482
13.527039,40,132.117687
10.567837,29,132.206499
-1.217229,26,132.28621
17.640185,31,132.381821
25.542689,33,132.483345
21.377443,29,132.572573
8.707062,22,132.640287
9.796871,34,132.745253
5.015097,25,132.823397
8.175221,23,132.894777
-1.043595,19,132.95461
3.126237,24,133.027932
-0.05156,29,133.121446
11.130944,44,133.291904
17.571459,35,133.401964
16.295636,29,133.493182
0.551823,31,133.590442
11.820594,44,136.920774
1.012418,38,137.046053
20.290158,29,137.142988
14.25743,25,137.223709
10.038796,41,137.354839
5.188962,26,137.436229
25.480741,31,137.533474
7.897146,30,137.627735
6.446915,24,137.702997
7.943523,25,137.780659
3.00433,23,137.852998
14.952675,73,138.080123
20.500339,36,138.192171
18.320416,29,138.288211
1.632689,19,138.348892
11.573087,23,138.41936
-4.900122,19,138.477666
23.474402,35,138.59505
2.902811,17,138.648798
7.725246,30,138.740751
9.012516,24,138.815175
9.527484,29,138.90395
17.101258,38,139.019456
8.071752,37,139.131426
9.580086,30,139.223077
1.136515,37,139.338893
25.852015,43,139.473608
8.320585,20,139.53605
0.062408,23,139.606222
8.751854,29,139.69428
5.311895,21,139.75823
-2.117352,31,139.852265
0.708502,27,139.935579
4.57424,30,140.027466
2.040148,22,140.094657
5.051872,23,140.16441
7.739496,23,140.234274
16.161189,37,140.346868
16.292715,27,140.429828
5.519198,21,140.550298
5.865471,39,140.70186
23.816619,32,140.804709
11.867409,23,140.878052
29.536091,40,141.003798
5.102162,38,141.124988
8.217324,42,141.285132
9.744427,22,141.354578
17.303243,32,141.454393
7.328687,39,141.610468
27.546968,38,141.755033
23.998508,34,141.865017
3.778654,31,141.98154
27.543501,53,142.20528
6.332536,19,142.265503
8.841462,19,142.32702
6.759368,21,142.393536
4.051247,25,142.474626
7.071386,20,142.539396
24.676058,43,142.679432
8.770372,25,142.759743
4.005067,26,142.843006
16.235275,38,142.992342
16.502978,26,143.084781
2.28215,19,143.146358
-6.987483,15,143.193624
4.670768,21,143.260116
-0.308587,19,143.319498
26.978108,33,143.425213
4.156766,29,143.516191
16.046601,41,143.64356
4.365764,20,146.909571
16.126061,34,147.06277
6.689632,28,147.161195
7.208128,20,147.224063
14.504379,23,147.296417
11.692571,29,147.388083
8.887936,29,147.479546
4.874238,35,147.592379
7.782772,32,147.694637
22.603027,35,147.807336
4.420455,24,147.885551
4.434752,26,147.969142
6.397392,20,148.032126
17.210609,31,148.129564
0.80757,31,148.226997
3.085606,31,148.324503
9.368961,24,148.399499
0.801228,24,148.474608
14.795308,26,148.556281
33.056339,41,148.688515
7.419124,19,148.749551
13.105944,28,148.838112
18.620902,32,148.941107
11.418728,30,149.037008
32.091369,41,149.166678
6.580277,23,149.238614
7.03971,33,149.342445
3.286165,27,149.427189
2.874783,19,149.487072
4.324296,29,149.577922
7.612318,24,149.653398
1.724719,19,149.712976
22.914551,38,149.833492
18.39808,32,149.936738
23.77457,44,150.077492
12.153699,26,150.159005
33.134247,46,150.304882
6.301113,40,150.42807
21.795986,41,150.584322
15.444969,25,150.697908
3.447131,30,150.799636
20.199239,37,150.914831
3.331513,22,150.983603
7.439312,21,151.048926
38.005505,62,151.242369
11.662295,21,151.307888
13.943049,24,151.382942
16.415695,34,151.488715
25.266265,38,151.607167
5.524141,20,151.669643
11.498756,30,151.763177
24.87426,47,151.910231
11.095359,26,151.991403
5.312748,23,152.063281
29.442504,43,152.200526
2.204766,28,152.288662
24.900947,52,152.453517
6.816047,25,152.531832
5.219965,28,152.621218
3.969025,23,152.694457
5.742877,21,152.762683
24.891807,47,152.910813
14.856182,39,153.033794
19.316529,37,153.150251
0.391055,12,153.187614
10.711978,22,153.25702
24.253776,31,153.354553
6.112073,22,153.423714
21.815262,42,156.761557
34.940556,53,156.952621
0.155187,21,157.041894
4.874223,26,157.131981
17.507143,28,157.221493
16.18357,28,157.310123
27.163345,38,157.430799
32.119516,52,157.595664
11.29226,23,157.668229
19.465623,33,157.772894
21.973444,31,157.870009
2.748203,32,157.969403
3.123113,19,158.029022
26.819184,78,158.277113
5.608738,27,158.359166
7.030087,28,158.444281
14.826715,25,158.520098
13.203735,25,158.59642
13.76892,42,158.723841
7.82178,22,158.790722
12.244727,43,158.921578
12.960155,27,159.003758
15.031957,51,159.158462
5.864986,32,159.255965
16.896525,35,159.401131
34.629993,54,159.594353
-0.888932,29,159.682305
12.647149,25,159.758535
8.409303,37,159.872191
18.942112,37,160.034254
9.263694,22,160.111794
5.658672,32,160.212999
5.132753,32,160.315476
20.176394,37,160.435319
24.745876,39,160.560257
6.78624,24,160.63813
12.592745,43,160.77564
6.752113,31,160.876049
16.300316,25,160.957311
5.44188,24,161.033345
14.142971,25,161.112191
5.999578,23,161.184895
11.467616,38,161.30402
11.592274,23,161.376597
20.86857,35,161.486622
35.98529,46,161.632805
26.275225,34,161.740548
11.863817,22,161.810389
37.293357,47,161.96314
11.643264,26,162.048265
9.658374,23,162.120861
21.083161,31,162.218262
16.666802,34,162.325581
16.960088,29,162.416983
19.122822,27,162.503653
10.992367,26,162.585922
27.996185,43,162.72169
10.486808,29,162.813622
18.879541,32,162.91485
12.128551,23,162.987492
23.232462,53,163.155246
1.330119,21,163.222728
30.083621,53,166.623067
23.491283,36,166.743441
19.683863,28,166.831934
42.973552,67,167.043823
16.765788,26,167.124948
6.962409,35,167.233373
7.858845,31,167.329761
22.710301,40,167.453815
41.576304,56,167.63187
6.73175,25,167.712403
8.632929,25,167.791425
11.40637,25,167.872036
4.473196,23,167.950617
14.924343,37,168.066611
15.478947,78,168.306063
13.388386,25,168.383515
38.323318,59,168.566961
14.738439,33,168.668447
6.562705,28,168.754471
19.176632,36,168.864352
27.936405,38,168.980846
8.354835,24,169.054443
4.780592,19,169.112649
10.89684,53,169.273779
16.868106,27,169.356843
20.152623,41,169.481797
9.03599,25,169.594646
20.277812,36,169.754769
11.109993,24,169.885944
6.535587,26,169.982083
34.0168,51,170.146286
16.189191,27,170.232453
3.997655,21,170.298054
9.129008,24,170.373925
4.334871,38,170.495101
25.717245,68,170.70847
8.654645,27,170.794106
10.363535,24,170.870644
5.84219,24,170.946232
34.597136,44,171.079997
40.995259,60,171.311471
10.974235,23,171.400111
5.840649,19,171.474657
15.269137,35,171.65003
20.319788,54,171.824532
12.61904,50,171.98514
5.785913,40,172.110262
9.860623,29,172.200461
10.746231,25,172.278428
-0.472164,20,172.340963
12.954381,35,172.449752
27.027095,46,172.593527
24.640624,35,172.705175
39.410682,46,172.849304
11.14962,29,172.942225
25.021501,43,173.079929
4.428332,22,173.166044
16.611392,50,176.536034
21.53379,36,176.655163
13.139402,43,176.786571
43.171056,80,177.031363
18.864716,24,177.105246
31.32918,47,177.253402
5.576358,22,177.323981
34.822249,50,177.48224
10.225958,44,177.619462
20.216318,46,177.76324
9.957036,32,177.865134
12.251953,24,177.942001
15.593763,25,178.022153
26.122637,42,178.156602
36.596625,43,178.29228
34.444138,62,178.488065
29.605658,43,178.623999
18.238842,39,178.744123
16.269648,27,178.828614
14.238753,30,178.923237
15.131257,38,179.043061
35.833044,51,179.204407
14.288152,25,179.282332
22.82673,34,179.388312
15.235529,33,179.492412
25.694673,40,179.617629
14.375609,54,179.785232
12.866296,45,179.926565
36.529007,53,180.09309
39.424062,72,180.314424
24.66169,39,180.435924
24.297104,47,180.583145
29.299231,44,180.725288
34.104572,49,180.881362
27.891822,45,181.026527
17.824438,26,181.109088
3.29818,21,181.173205
6.368399,39,181.292029
27.931866,47,181.43477
23.438813,31,181.529629
14.392856,46,181.670123
22.162399,37,181.782757
21.078254,42,181.910689
10.151468,34,182.013525
21.460981,36,182.122267
41.310133,49,182.270741
14.576241,25,182.346921
35.641665,58,182.524163
29.009293,45,182.660521
29.917936,54,182.827082
13.670117,24,186.233524
15.409573,46,186.397914
17.282395,29,186.490201
9.738315,25,186.570162
19.257759,29,186.661412
14.146041,27,186.745206
26.276193,38,186.865256
40.978588,57,187.039499
-0.229954,34,187.143386
15.737666,25,187.220286
17.367952,25,187.296088
15.766169,46,187.434745
8.800648,32,187.531259
37.474783,43,187.661603
15.23638,32,187.758077
23.387257,35,187.86468
23.654419,38,187.98004
39.968884,61,188.19822
16.749977,64,188.404162
45.622499,58,188.591656
13.368767,33,188.696064
38.266403,52,188.858815
14.438427,27,188.942905
17.262573,45,189.081046
19.579982,76,189.314669
30.480132,39,189.434864
44.836547,78,189.67397
23.121325,64,189.86939
21.371865,27,189.95262
25.038986,35,190.060629
21.981296,32,190.158727
38.657925,46,190.299504
22.43521,51,190.455796
36.226254,44,190.589838
40.225525,55,190.756837
31.190654,40,190.878885
31.30366,39,190.99804
18.802264,29,191.086397
47.555829,64,191.28128
27.045474,42,191.410154
40.251911,49,191.560813
37.80453,51,191.717396
12.034573,33,191.818203
35.40418,91,192.096808
16.751508,37,192.210036
-1.488948,20,192.271541
25.597504,37,192.385209
13.606023,27,192.467684
19.57096,31,195.825902
11.134499,22,195.893325
32.38434,38,196.010268
14.639344,47,196.154038
19.785425,36,196.264844
23.262334,30,196.358254
34.885146,49,196.508727
30.396767,39,196.629249
15.397692,25,196.70615
2.359352,20,196.767441
50.077992,61,196.954668
30.79088,49,197.105031
41.778665,80,197.349586
25.959201,41,197.474968
18.881119,43,197.606925
28.19906,41,197.732256
6.564619,22,197.799622
8.222881,24,197.873704
33.101916,82,198.124692
50.944011,78,198.362882
9.622743,35,198.469533
28.906572,43,198.601508
29.614416,38,198.717861
38.032126,57,198.892114
31.262023,39,199.011308
24.085456,31,199.106684
26.582638,30,199.198729
36.376552,53,199.361885
1.928729,25,199.438149
26.54277,32,199.53666
19.685388,39,199.656436
32.817842,46,199.797251
44.005091,67,200.080506
37.800888,43,200.21416
30.871513,49,200.368219
33.36723,47,200.515637
39.469376,51,200.678167
32.64072,42,200.810806
28.014018,42,200.942445
23.61373,31,201.040124
19.429456,29,201.131183
36.057614,51,201.289335
15.464913,25,201.366156
31.623484,88,201.63297
16.200811,31,201.72841
21.931602,32,201.827202
28.264839,41,201.954403
15.327088,29,202.042225
15.100149,46,205.464456
27.735572,40,205.590092
29.441493,36,205.702621
45.328039,59,205.890435
9.900401,30,205.984881
11.94919,25,206.063221
23.001917,35,206.173626
33.538842,36,206.287498
28.255837,41,206.416956
29.547344,41,206.546105
42.460481,51,206.708436
31.976932,36,206.82353
43.329367,75,207.060236
31.420621,44,207.196697
4.513715,22,207.26618
30.242778,43,207.401431
38.998608,53,207.563973
43.608087,57,207.742872
21.826724,36,207.856732
16.024291,29,207.945573
20.964709,33,208.049855
25.168395,35,208.161695
10.885815,35,208.273012
39.369493,50,208.430202
